target	first_context	second_context	label	comment	pos	first_word	first_position	second_word	second_position	
tøj	han var velsoigneret og pæn i tøjet	Skal jeg da smide tøjet, så I kan se, at jeg er en pige? råber hun	same_sense	3928	sb.	tøjet	(30, 35)	tøjet	(18, 23)	1
tørkage	Han har medbragt varm kaffe og nogle tørkager, som vi nyder i hans gode selskab	Danmarks bedste brød og kager skal kåres. Der kæmpes i syv forskellige kategorier f. eks. bedste kransekage og bedste tørkage	same_sense	3931	sb.	tørkager	(37, 45)	tørkage	(118, 125)	1
tøsedreng	de vil .. ikke have mig med til at spille fodbold. De siger, at jeg ikke duer til det, og at jeg er en tøsedreng	Den finansielle sektor er ikke for tøsedrenge. Næsten alle finansansatte vurderer i hvert fald, at de selv sidder i et job, der kræver robusthed	same_sense	3934	sb.	tøsedreng	(103, 112)	tøsedrenge	(35, 45)	1
tåbe	det [betragtes ikke] som kriminelt at snyde i skat. Det er faktisk noget, man praler af, og de, der ikke gør det, betragtes nærmest som tåber	alle steder har de fuldbårne tåber et særligt talent for at bringe sig selv i fokus og overdøve de mere forstandige	same_sense	3940	sb.	tåber	(136, 141)	tåber	(29, 34)	1
tåre	da hun først sad ved skrivebordet inde på sit værelse, gav hun tårerne frit løb	"Nu får vi også råd til at holde din konfirmation, Vic," smiler min mor gennem tårer	same_sense	3941	sb.	tårerne	(63, 70)	tårer	(79, 84)	1
ubalance	Selvom jeg var meget glad for min mand, følte jeg, at vores forhold var i ubalance. Han var nærmest som en lærer for mig	Dine blødningsforstyrrelser skyldes ubalance i dit hormonsystem	same_sense	3942	sb.	ubalance	(74, 82)	ubalance	(36, 44)	1
ubehag	Vi er vant til at prøve at føre smerter og andre ubehag hen til et bestemt organ	Johan .. tænkte med ubehag på følgerne, hvis faren skulle få kendskab til hans pjækkeri	same_sense	3943	sb.	ubehag	(49, 55)	ubehag	(20, 26)	1
uddannelse	Når uddannelsen er gennemført får man et bevis udstedt af skolen	De unge skal sikres en ret til en uddannelse inden for det område, der interesserer dem	same_sense	3944	sb.	uddannelsen	(4, 15)	uddannelse	(34, 44)	1
uddeling	I dag fortsætter aktionen med uddeling af 2000 løbesedler, som opfordrer bilisterne til civil ulydighed	den årlige Nobel-fest med uddeling af priser i litteratur, medicin, fysik og kemi finder sted i Stockholm	same_sense	3950	sb.	uddeling	(30, 38)	uddeling	(26, 34)	1
udfordring	Alle har behov for en god nattesøvn for at kunne fungere og klare dagens udfordringer	Der skal være udfordringer i arbejdet for at skabe motivation og fremdrift i en virksomhed	same_sense	3953	sb.	udfordringer	(73, 85)	udfordringer	(14, 26)	1
udgift	De fleste familier har udgifter til forsikringer	Ministeriernes udgifter skal holdes i ro, og det betyder et sparekrav på 7,7 milliarder kroner	same_sense	3959	sb.	udgifter	(23, 31)	udgifter	(15, 23)	1
udlejer	Boligmangelen betyder, at udlejeren stort set selv bestemmer både huslejen og vilkårene	Forlad ikke udlejeren, før det er helt forstået, hvordan vognens installationer virker	same_sense	3962	sb.	udlejeren	(26, 35)	udlejeren	(12, 21)	1
udregning	Hans udregninger har indtil nu vist, at kongekammeret må ligge præcis i pyramidens centrum, nær jordoverfladen	Kontroller udregningen af nettobeløbet	same_sense	3963	sb.	udregninger	(5, 16)	udregningen	(11, 22)	1
udsalg	Kom op af starthullerne!! Sikke et udsalg vi har. Alt til 1/2 pris	Udsalget er det eneste rigtige tidspunkt at købe sko på	same_sense	3966	sb.	udsalg	(35, 41)	Udsalget	(0, 8)	1
udskillelse	Hans disputats omhandlede omsætning og udskillelse af B2-vitaminet hos pattedyr	udskillelse af elever til specialpædagogiske tilbud risikerer at fastholde denne gruppe i en marginaliseret position resten af livet	same_sense	3967	sb.	udskillelse	(39, 50)	udskillelse	(0, 11)	1
uge	Hun har arbejdet alle ugens dage de sidste 75 år	Det er tanken at placere vinterferien i uge 8 næste år	same_sense	3970	sb.	ugens	(22, 27)	uge	(40, 43)	1
ukrudt	landmanden sprøjter imod ukrudt og svampeangreb for at sikre optimal vækst i forsommeren	hendes hår gror som ukrudt, hvorfor hun har nået at være skiftevis karseklippet og langhåret i de 3 år vi har kendt hende	same_sense	3971	sb.	ukrudt	(25, 31)	ukrudt	(20, 26)	1
uld	nogle får gik på tunet og lod vinden ruske sig i ulden	Vinterens undertøj er dejlig lunt – enten i ren uld eller kraftig blød bomuld	same_sense	3972	sb.	ulden	(49, 54)	uld	(48, 51)	1
ulempe	Fordelen ved at dele en lejlighed eller et hus er, at man får værelse og faciliteter til en rimelig leje. Ulempen kan være, at man bor for tæt sammen	bagsmækken gik op og en hel del korn røg ud på kørebanen. Det skabte en del ulemper for trafikken den eftermiddag	same_sense	3975	sb.	Ulempen	(106, 113)	ulemper	(76, 83)	1
ultimatum	jeg synes, du skal give din mand et ultimatum. Han må vælge: Hende eller dig	Den nyeste advarsel kommer på et tidspunkt, hvor der kun er 12 dage til FN's ultimatum til Irak udløber, og hvor en krig i Kuwait og Irak kan bryde ud når som helst efter	same_sense	3976	sb.	ultimatum	(36, 45)	ultimatum	(77, 86)	1
ultralyd	Ved hjælp af ultralyd kan lægen se, hvor moderkagen sidder i livmoderen	Jeg går nu til ultralyd for et hold i højre skulder	same_sense	3977	sb.	ultralyd	(13, 21)	ultralyd	(15, 23)	1
under	Den pågældende person, som både var blind og stum, var blevet fuldstændig rask. Underet kunne ikke fornægtes	Lilly og han havde skændtes, så det bragede. Det var et under, at de ikke var blevet skilt	same_sense	3978	sb.	Underet	(80, 87)	under	(56, 61)	1
undergang	med det vestlige romerriges undergang kom kirken fri af det verdslige styre	Det er ikke blot atombomberne, der truer os med undergang, men vores mange synder	same_sense	3979	sb.	undergang	(28, 37)	undergang	(48, 57)	1
underholdning	8000 medarbejdere skal til fest med god mad og underholdning af bl.a. Hans Otto Bisgaard	vi havde jo ikke radio, TV eller video, så underholdningen bestod mest af kortspil i familien	same_sense	3980	sb.	underholdning	(47, 60)	underholdningen	(43, 58)	1
underside	Broens underside er på det højeste sted 18 meter over havoverfladen	De fuldt udviklede blade er rødfarvede på undersiden	same_sense	3981	sb.	underside	(7, 16)	undersiden	(42, 52)	1
undersåt	Berlin 1961: En betonmur rejses for at holde undersåtterne på plads	Elizabeth sætter grå hår i hovedet på sine undersåtter. Damen fylder 59 – og hvad skal man dog finde på til en kvinde som .. har alt	same_sense	3982	sb.	undersåtterne	(45, 58)	undersåtter	(43, 54)	1
undervisning	Nye vinkler, anderledes og spændende undervisning kan løfte niveauet og styrke inklusionen af elever med særlige behov	Bhatia er ikke så god til dansk, men han får undervisning	same_sense	3983	sb.	undervisning	(37, 49)	undervisning	(45, 57)	1
undren	Det er med stor undren, at vi som forældre modtager besked om, at der nu igen skal spares på de yngste børn	Han ryster endnu på hovedet i undren over, hvad det da var, der skete	same_sense	3989	sb.	undren	(16, 22)	undren	(30, 36)	1
undskyldning	Vognmændene kommer med dårlige undskyldninger, når de giver dieselafgiften skylden for udflagning	Den der med travlheden har jeg aldrig nogen sinde troet på ... Det er bare en undskyldning for at sjuske	same_sense	3995	sb.	undskyldninger	(31, 45)	undskyldning	(78, 90)	1
undtagelse	hvirveldyr .. ernærer sig med få undtagelser som græsædere eller rovdyr	Efter et par timer var folk blevet mere eller mindre fulde, og jeg var ingen undtagelse	same_sense	3998	sb.	undtagelser	(33, 44)	undtagelse	(77, 87)	1
ungdomspension	Hej! Jeg har boet på ungdomspension i snart 1 1/2 år. Jeg kom her af egen fri vilje, fordi min far er alkoholiker	Kazio nægtede at komme på børnehjem, og kommunen installerede ham i stedet på en ungdomspension og senere i eget værelse i Albertslund	same_sense	4001	sb.	ungdomspension	(21, 35)	ungdomspension	(81, 95)	1
uorden	Som alle andre nybagte mødre måtte de erkende, at børn tager tid og skaber uorden i dagligdagen	Jeg har ikke hørt et kuk, men min telefon var osse i uorden i flere dage	same_sense	4002	sb.	uorden	(75, 81)	uorden	(53, 59)	1
ur	Hun ser på uret. Klokken er kun kvart i tre	Sabuncu lagde mærke til de velplejede hænder, fingrenes sorte hår, guldlænken og det kostbare ur om håndleddet	same_sense	4003	sb.	uret	(11, 15)	ur	(94, 96)	1
uret	Eva .. forlod Østerby for 25 år siden, fordi der blev begået grov uret mod hende	Det er tid til at overveje og diskutere, hvad der er ret og uret i denne sag	same_sense	4009	sb.	uret	(66, 70)	uret	(60, 64)	1
urinstof	Når der tisses i bleen, kommer huden i kontakt med urinstof, og det resulterer i, at urinstoffet bliver til ammoniak	Urinstof bliver allerede brugt i flere industrier som gødning, hudmedicin og endda som væske i dieselmotorer for at formindske forureningen	same_sense	4010	sb.	urinstof	(51, 59)	Urinstof	(0, 8)	1
urt	Rejnfan kendes på sin stærke, krydrede duft. Det er en flerårig urt med høje, stift oprette stængler	Rør det meste af de hakkede urter i saucen. Anret bøfferne i et fad, hæld saucen over bøfferne og drys med resten af urterne	same_sense	4016	sb.	urt	(64, 67)	urter	(28, 33)	1
utøj	Hvis en hund klør sig meget og fælder skæl, er det sandsynligt, at den har utøj	Tomaternes værste utøj er hvide fluer	same_sense	4019	sb.	utøj	(75, 79)	utøj	(18, 22)	1
valgkreds	Kun en tredjedel af københavnerne støttede aktivt ideen om, at den »førstefødte går forud for den yngste« i Glücksborgslægten. I de fleste valgkredse blev royalismen nedstemt	Da der var indløbet resultater fra 95 procent af valgkredsene, havde præsidentens tilhængere .. fået 38,3 procent af stemmerne	same_sense	4020	sb.	valgkredse	(139, 149)	valgkredsene	(49, 61)	1
valgmulighed	Forældrene bør have valget mellem en række pasningsordninger og have reel valgmulighed	Du har to valgmuligheder: Tilbage til fængslet omgående, eller du bliver her på øen	same_sense	4021	sb.	valgmulighed	(74, 86)	valgmuligheder	(10, 24)	1
valgsprog	Overskuddet går til Muskelsvindfondens arbejde for børn og unge med muskelsvind, og valgsproget lyder: "Det er sjovt, når alle er med!"	Det er gammel tradition, at konger har valgsprog. Christian 4. mente for eksempel, at "Fromhed styrker rigerne"	same_sense	4022	sb.	valgsproget	(84, 95)	valgsprog	(39, 48)	1
valse	Hun fik papiret i maskinen, drejede valsen rundt	en hånd kom i klemme mellem valserne og fire fingre røg	same_sense	4028	sb.	valsen	(36, 42)	valserne	(28, 36)	1
valuta	Hvis et lands valuta devalueres i forhold til valutaerne i samhandelslandene vil importpriserne stige i national mønt	[Spies] skal til at sælge valuta til kunderne i flyene på vej til og fra rejsemålene	same_sense	4029	sb.	valuta	(14, 20)	valuta	(26, 32)	1
vamp	en sur, kedelig og grå kvinde forvandler sig til en forførende vamp, der stinker af sex	Britt var en meget stille pige i 1. g, men nu er hun vokset til en værre vamp med orange læber, lilla hår og sorte negle	same_sense	4030	sb.	vamp	(63, 67)	vamp	(73, 77)	1
vandoverflade	10 % af isbjerget er over vandet, mens 90 % er under vandoverfladen	Svømmeænder .. henter deres føde i vandoverfladen og i dyndet på lavt vand	same_sense	4036	sb.	vandoverfladen	(53, 67)	vandoverfladen	(35, 49)	1
vane	Han havde en vane med at vippe på sin stol	jeg er inde i en vane for tiden med at stå op kl. 9	same_sense	4037	sb.	vane	(13, 17)	vane	(17, 21)	1
vanilje	Skær rabarberne i tynde skiver og kog dem møre med sukker og vanilje	Julen er klart vaniljens højtid, og Coop oplyser, at det øgede salg allerede begynder i oktober	same_sense	4047	sb.	vanilje	(61, 68)	vaniljens	(15, 24)	1
vaniljeis	Server jordbærrene naturel eller med lidt god vaniljeis til	Vaniljeisen med den lune hjemmelavede chokoladesovs glider nemt ned, som den slags jo gør	same_sense	4057	sb.	vaniljeis	(46, 55)	Vaniljeisen	(0, 11)	1
vaniljekrans	Bag vaniljekransene i 10-12 min, til de er let gyldne	Der står hjemmebagte klejner og vaniljekranse på Jens' sofabord	same_sense	4063	sb.	vaniljekransene	(4, 19)	vaniljekranse	(32, 45)	1
vanvid	Hun følte vanviddet bryde frem i sin hjerne igen, og denne gang var hun sikker på, at hun aldrig mere ville slippe af med de hviskende stemmer og de frygtelige hallucinationer	forelskelse [er] et vanvid, der griber én, – og som i enkelte, lykkelige tilfælde udvikler sig til kærlighed	same_sense	4069	sb.	vanviddet	(10, 19)	vanvid	(20, 26)	1
vare	i et sidste desperat træk har mange butikker sat deres varer på udsalg før jul	Prostituerede får smadret deres følelsesliv. De "lærer", at deres krop er en vare til salg	same_sense	4072	sb.	varer	(55, 60)	vare	(77, 81)	1
vartegn	Berlins vartegn – Brandenburger Tor – står igen i al sin glans og gloria med et nyrestaureret firspand på toppen	Pandaen – Verdensnaturfondens vartegn	same_sense	4073	sb.	vartegn	(8, 15)	vartegn	(30, 37)	1
vaskemiddel	Med nutidens enzymholdige vaskemidler kunne vi godt vaske tøj i koldt vand, men de færreste af os gør det	Vaskemidler kan fås som både vasketabs, som flydende vaskemiddel og som superkompakt, kompakt og traditionelt vaskepulver	same_sense	4074	sb.	vaskemidler	(26, 37)	Vaskemidler	(0, 11)	1
veganer	Hvad skal vi dog traktere med, han er veganer?	Først blev hun vegetar og siden veganer, hvor alt spiseligt fra den animalske verden er valgt fra. Hun har gjort det af etiske grunde, af hensyn til miljøet og ikke mindst af hensyn til dyrene	same_sense	4080	sb.	veganer	(38, 45)	veganer	(32, 39)	1
vegetar	Overgangen fra kødspiser til vegetar var en gradvis proces, hvor Mette længe havde tænkt, at hun gerne ville spise mindre kød	kødspiserne havde en opfattelse af, at vegetarerne følte sig moralsk overlegne, og de reagerede derfor negativt på at føle sig moralsk bedømt	same_sense	4081	sb.	vegetar	(29, 36)	vegetarerne	(39, 50)	1
vejrtrækning	Der er helt stille i stuen. Man hører kun morens vejrtrækning. Hun sover trygt	Hivende vejrtrækning er typisk for astma. Her er åndingen besværliggjort af de forsnævrede luftveje	same_sense	4087	sb.	vejrtrækning	(49, 61)	vejrtrækning	(8, 20)	1
velbehag	Han spiste med ægte velbehag tre stykker gulerodskage til eftermiddagsteen	Ære være Gud i det højeste og på jorden! Fred til mennesker med Guds velbehag!	same_sense	4088	sb.	velbehag	(20, 28)	velbehag	(69, 77)	1
velfærdssamfund	Det danske velfærdssamfund har fejl og mangler, ja — men det bygger på en idé om, at vi passer på hinanden	Det er vigtigt at vi alle bidrager til et godt velfærdssamfund	same_sense	4089	sb.	velfærdssamfund	(11, 26)	velfærdssamfund	(47, 62)	1
velvilje	Får man ham som censor, så hjælper hverken lærerens velvilje eller ens egne kundskaber	Da vi ikke har nogen organisation, der kan yde os finansiel støtte, håber vi på velvilje fra fonds og private	same_sense	4092	sb.	velvilje	(52, 60)	velvilje	(80, 88)	1
ventetid	Pigen benyttede ventetiden til at gå på toilettet	I øjeblikket er der en ventetid på 2 1/2 år på hofteoperationer	same_sense	4093	sb.	ventetiden	(16, 26)	ventetid	(23, 31)	1
verdensbillede	Det gamle verdensbillede med, at himlen er opad og helvede nedad, duer jo ikke rigtigt mere, da det jo efterhånden er sivet ud, at vi befinder os på en klode, der svæver frit i et uendeligt verdensrum	For landsbytyrkere optager familieæren en stor plads i det personlige verdensbillede	same_sense	4094	sb.	verdensbillede	(10, 24)	verdensbillede	(70, 84)	1
verdenskrig	Ved fredsslutningen efter 1. verdenskrig i 1918 blev det bestemt, at Tyskland skulle betale store skadeserstatninger	en EDB-gal teenager .. bryder ind i forsvarets computer og er tæt på at udløse den tredje verdenskrig	same_sense	4095	sb.	verdenskrig	(29, 40)	verdenskrig	(90, 101)	1
versemål	Versemålet er det sædvanlige jambiske, dvs. at lange verslinjer på 12 stavelser (6 jamber) veksler med korte, der rummer 8 stavelser (4 jamber)	Ved gendigtningen er originalens versemål og rimfølge nøje blevet fulgt	same_sense	4096	sb.	Versemålet	(0, 10)	versemål	(33, 41)	1
videnskabsmand	Fondet er almenvelgørende og almennyttig og skal yde støtte til unge videnskabsmænd/ kvinder i deres forskning	Astronomer og andre videnskabsmænd er overbeviste om, at der kun findes én beboet planet i vores solsystem	same_sense	4097	sb.	videnskabsmænd	(69, 83)	videnskabsmænd	(20, 34)	1
video	TV og video har ikke ødelagt børns læselyst — tværtimod	hun viser blandt andet en video på YouTube med europæiske byer, der er lavet i tro kopi i Kina	same_sense	4098	sb.	video	(6, 11)	video	(26, 31)	1
