idx	target	pos	first_context	first_word	first_position	second_context	second_word	second_position	label
12259	slagmark	sb.	Vi har aldrig kunnet bryste os af de store sejre på slagmarkerne. Til gengæld er Danmark overdrysset med befæstningsanlæg	slagmarkerne	(52, 64)	David og Lainey glider fra hinanden .. men hun tvinger ham tilbage til slagmarken i ægtesengen. Det resulterer i endnu tre børn	slagmarken	(71, 81)	different_sense
12260	slagmark	sb.	Vi har aldrig kunnet bryste os af de store sejre på slagmarkerne. Til gengæld er Danmark overdrysset med befæstningsanlæg	slagmarkerne	(52, 64)	Køkkenet var igen en slagmark. Komfuret var næsten gult af størknet fedt, som fortalte mig, at hun havde lavet bacon og æg til morgenmad	slagmark	(21, 29)	different_sense
12261	slange	sb.	Stykke for stykke gled [musen] ind i slangens gab og ned gennem halsen som en stor bule	slangens	(37, 45)	Det lange tog snoede sig som en slange gennem dalen	slange	(32, 38)	same_sense
12266	slange	sb.	man putter en slange ned i mavesækken sådan at vi kan tømme maven for opkast, og senere kan vi så give føde igennem den slange her	slange	(14, 20)	hun lapper slanger og reparerer cykler	slanger	(11, 18)	different_sense
12265	slange	sb.	Det lange tog snoede sig som en slange gennem dalen	slange	(32, 38)	hun lapper slanger og reparerer cykler	slanger	(11, 18)	different_sense
12263	slange	sb.	Det lange tog snoede sig som en slange gennem dalen	slange	(32, 38)	man putter en slange ned i mavesækken sådan at vi kan tømme maven for opkast, og senere kan vi så give føde igennem den slange her	slange	(14, 20)	different_sense
12267	slave	sb.	slaverne [skulle] slide 12 timer om dagen i sukkerrørs-markerne eller i møllerne, hvor man lavede sukker	slaverne	(0, 8)	Landmandskoner er hverdagens nedvurderede eller helt oversete slaver	slaver	(62, 68)	different_sense
12268	slave	sb.	slaverne [skulle] slide 12 timer om dagen i sukkerrørs-markerne eller i møllerne, hvor man lavede sukker	slaverne	(0, 8)	Det er uhyggeligt at se, hvordan børn i dag er slaver af moden	slaver	(47, 53)	different_sense
12269	slave	sb.	Landmandskoner er hverdagens nedvurderede eller helt oversete slaver	slaver	(62, 68)	Det er uhyggeligt at se, hvordan børn i dag er slaver af moden	slaver	(47, 53)	different_sense
12270	slaveri	sb.	Danmark er blevet meget rost for at være én af de første nationer, der afskaffede slaveriet	slaveriet	(82, 91)	Dansktænkende advarede .. i 1972 og senere mod, at EF betyder slaveri under storkapitalister sydfra	slaveri	(62, 69)	different_sense
12271	slaveri	sb.	Danmark er blevet meget rost for at være én af de første nationer, der afskaffede slaveriet	slaveriet	(82, 91)	Mangler du ikke nogle fag endnu? — Engelsk, historie og dansk. Så er det slut med slaveriet	slaveriet	(82, 91)	different_sense
12272	slaveri	sb.	Dansktænkende advarede .. i 1972 og senere mod, at EF betyder slaveri under storkapitalister sydfra	slaveri	(62, 69)	Mangler du ikke nogle fag endnu? — Engelsk, historie og dansk. Så er det slut med slaveriet	slaveriet	(82, 91)	different_sense
12273	sludder	sb.	— Der er en heks uden for vinduet, hulkede hun. — Sådan noget sludder, kan du SÅ lægge dig til at sove!	sludder	(62, 69)	Han får en lang sludder med fru Rasmussen, der ynder at berette om barndommen i Karlebo	sludder	(16, 23)	different_sense
12277	slutning	sb.	Vil du blive overrasket over, hvis I efter slutningen på næste sæson står som danske mestre?	slutningen	(43, 53)	Tyskerne troede til krigens slutning, at Enigma-koderne var ubrydelige	slutning	(28, 36)	same_sense
12275	slutning	sb.	Læs romanens overraskende og bevægende slutning	slutning	(39, 47)	Tyskerne troede til krigens slutning, at Enigma-koderne var ubrydelige	slutning	(28, 36)	same_sense
12279	slutning	sb.	Tyskerne troede til krigens slutning, at Enigma-koderne var ubrydelige	slutning	(28, 36)	Napoleons-krigene betød slutningen på [huguenotternes] storhedstid	slutningen	(24, 34)	same_sense
12287	slutning	sb.	Tyskerne troede til krigens slutning, at Enigma-koderne var ubrydelige	slutning	(28, 36)	[folketingsmedlemmerne] var parate til at drage de mest vidtgående slutninger af ombudsmandens beretning	slutninger	(67, 77)	different_sense
12288	slutning	sb.	Napoleons-krigene betød slutningen på [huguenotternes] storhedstid	slutningen	(24, 34)	[folketingsmedlemmerne] var parate til at drage de mest vidtgående slutninger af ombudsmandens beretning	slutninger	(67, 77)	different_sense
12285	slutning	sb.	Læs romanens overraskende og bevægende slutning	slutning	(39, 47)	[folketingsmedlemmerne] var parate til at drage de mest vidtgående slutninger af ombudsmandens beretning	slutninger	(67, 77)	different_sense
12289	slæde	sb.	Et slædehold består foruden hunde og slæde af to mænd, hvoraf den ene er læremester og den anden er lærling	slæde	(3, 8)	Børnene stod parat med deres slæder og kælke i portåbningerne og spejdede forventningsfuldt op mod den snesvangre juleferiehimmel	slæder	(29, 35)	different_sense
12290	slæde	sb.	Et slædehold består foruden hunde og slæde af to mænd, hvoraf den ene er læremester og den anden er lærling	slæde	(3, 8)	Til at bevæge slæden og dermed papiret rykvis frem [: i skrivemaskinen] benyttedes i første omgang strøm fra et par batterier	slæden	(14, 20)	different_sense
12291	slæde	sb.	Børnene stod parat med deres slæder og kælke i portåbningerne og spejdede forventningsfuldt op mod den snesvangre juleferiehimmel	slæder	(29, 35)	Til at bevæge slæden og dermed papiret rykvis frem [: i skrivemaskinen] benyttedes i første omgang strøm fra et par batterier	slæden	(14, 20)	different_sense
12292	slægt	sb.	De fleste danskere vil .. i deres slægt kunne finde personer, der er kommet fra andre lande	slægt	(34, 39)	Jeg er snart gammel og har hverken slægt eller venner	slægt	(35, 40)	same_sense
12293	slægt	sb.	De fleste danskere vil .. i deres slægt kunne finde personer, der er kommet fra andre lande	slægt	(34, 39)	[kommunalbestyrelsen] ville modtage og påtage sig ansvaret gennem kommende slægter for hans værker og kunstsamling i den nye museumsbygning	slægter	(75, 82)	different_sense
12297	slægt	sb.	[kommunalbestyrelsen] ville modtage og påtage sig ansvaret gennem kommende slægter for hans værker og kunstsamling i den nye museumsbygning	slægter	(75, 82)	Til ræveslægten henregnes .. 13 arter. Slægten er udbredt over hele den nordlige halvkugle	Slægten	(39, 46)	different_sense
12294	slægt	sb.	Jeg er snart gammel og har hverken slægt eller venner	slægt	(35, 40)	[kommunalbestyrelsen] ville modtage og påtage sig ansvaret gennem kommende slægter for hans værker og kunstsamling i den nye museumsbygning	slægter	(75, 82)	different_sense
12298	slægtning	sb.	Halvspækhuggeren er en nær slægtning til den større spækhugger, deraf det lidt særprægede navn	slægtning	(27, 36)	Alle de forskellige europæiske sprog hører sammen i sprogfamilier på nær baskisk, der ikke har europæiske slægtninge	slægtninge	(106, 116)	same_sense
12299	slægtning	sb.	Før muren blev bygget, havde vestberlinerne mulighed for at besøge deres slægtninge i Østberlin	slægtninge	(73, 83)	Halvspækhuggeren er en nær slægtning til den større spækhugger, deraf det lidt særprægede navn	slægtning	(27, 36)	different_sense
12300	slægtning	sb.	Før muren blev bygget, havde vestberlinerne mulighed for at besøge deres slægtninge i Østberlin	slægtninge	(73, 83)	Alle de forskellige europæiske sprog hører sammen i sprogfamilier på nær baskisk, der ikke har europæiske slægtninge	slægtninge	(106, 116)	different_sense
12301	slægtskab	sb.	Grechetto .. er en lokal drue, der er i slægtskab med den franske Chardonnay	slægtskab	(40, 49)	slægtskabet med Villy Sørensen er til stede uden at blive en belastning, dertil er Svend Åge Madsen i alt for høj grad sin egen	slægtskabet	(0, 11)	same_sense
12302	slægtskab	sb.	De var fætter og kusine, og der var jo folk der sagde at det var farligt med så nært et slægtskab mellem ægtefolk	slægtskab	(88, 97)	Grechetto .. er en lokal drue, der er i slægtskab med den franske Chardonnay	slægtskab	(40, 49)	different_sense
12303	slægtskab	sb.	De var fætter og kusine, og der var jo folk der sagde at det var farligt med så nært et slægtskab mellem ægtefolk	slægtskab	(88, 97)	slægtskabet med Villy Sørensen er til stede uden at blive en belastning, dertil er Svend Åge Madsen i alt for høj grad sin egen	slægtskabet	(0, 11)	different_sense
12307	sløjfe	sb.	Masser af pakker i strålende julepapir og med fine sløjfer i rødt og guld	sløjfer	(51, 58)	Sy en lille sløjfe i silkebånd fast på forstykket	sløjfe	(12, 18)	same_sense
12304	sløjfe	sb.	[i børnehaveklassen skal man] vænne sig til skolen og lære at binde sløjfer og lære sine klassekammerater at kende	sløjfer	(68, 75)	Masser af pakker i strålende julepapir og med fine sløjfer i rødt og guld	sløjfer	(51, 58)	same_sense
12309	sløjfe	sb.	Sy en lille sløjfe i silkebånd fast på forstykket	sløjfe	(12, 18)	Marie pakkede lakskoene ud. De var sorte, og med sløjfe på	sløjfe	(49, 55)	same_sense
12311	sløjfe	sb.	Masser af pakker i strålende julepapir og med fine sløjfer i rødt og guld	sløjfer	(51, 58)	den smalle vej sænkende sig ned mod broen og åens sløjfe	sløjfe	(50, 56)	different_sense
12314	sløjfe	sb.	[i børnehaveklassen skal man] vænne sig til skolen og lære at binde sløjfer og lære sine klassekammerater at kende	sløjfer	(68, 75)	Annelise Hovmand har selv puttet en lille sløjfe på slutningen af Panduros historie	sløjfe	(42, 48)	different_sense
12312	sløjfe	sb.	Sy en lille sløjfe i silkebånd fast på forstykket	sløjfe	(12, 18)	den smalle vej sænkende sig ned mod broen og åens sløjfe	sløjfe	(50, 56)	different_sense
12322	slør	sb.	Mørket kom og lagde et slør over de hvide vægge	slør	(23, 27)	Katrine oplevede alt som gennem et slør af uvirkelighed	slør	(35, 39)	same_sense
12319	slør	sb.	Jeg havde fået min smukke brudekjole syet .. den blev yndig med langt myrtedrysset slør	slør	(83, 87)	I nogle muslimske lande skal kvinderne .. bære slør, så man ikke kan se deres ansigt	slør	(47, 51)	same_sense
12320	slør	sb.	Jorden dampede og sendte et slør af dis hen over det bakkede terræn	slør	(28, 32)	Mørket kom og lagde et slør over de hvide vægge	slør	(23, 27)	same_sense
12328	slør	sb.	I nogle muslimske lande skal kvinderne .. bære slør, så man ikke kan se deres ansigt	slør	(47, 51)	Katrine oplevede alt som gennem et slør af uvirkelighed	slør	(35, 39)	different_sense
12326	slør	sb.	I nogle muslimske lande skal kvinderne .. bære slør, så man ikke kan se deres ansigt	slør	(47, 51)	Jorden dampede og sendte et slør af dis hen over det bakkede terræn	slør	(28, 32)	different_sense
12323	slør	sb.	Jeg havde fået min smukke brudekjole syet .. den blev yndig med langt myrtedrysset slør	slør	(83, 87)	Jorden dampede og sendte et slør af dis hen over det bakkede terræn	slør	(28, 32)	different_sense
12329	smag	sb.	Renée har indrettet lejligheden med smag og stil og bruger alle sine penge på den	smag	(36, 40)	Kongens personlige smag gik i retning af fest og maskespil	smag	(19, 23)	same_sense
12333	smag	sb.	En smule citronsaft giver retten en frisk smag	smag	(42, 46)	Kongens personlige smag gik i retning af fest og maskespil	smag	(19, 23)	different_sense
12336	smag	sb.	Ny sukkerfri Stimorol med ny suveræn smag	smag	(37, 41)	Kongens personlige smag gik i retning af fest og maskespil	smag	(19, 23)	different_sense
12331	smag	sb.	En smule citronsaft giver retten en frisk smag	smag	(42, 46)	retterne tager hensyn til børns smag. Med enkle midler og rimeligt få ingredienser	smag	(32, 36)	different_sense
12340	smerte	sb.	hver gang børnene eller Mads løber fra en af deres pligter, hvem står så med smerten?	smerten	(77, 84)	De fleste, der har mistet, er absolut ikke i nogen form for fornægtelse over, at det gør ondt, og de vil fælt gerne af med den smerte, de har	smerte	(127, 133)	same_sense
12341	smerte	sb.	hver gang børnene eller Mads løber fra en af deres pligter, hvem står så med smerten?	smerten	(77, 84)	Smerten, minoriteter føler, når man kan læse skældsord brugt mod en som et våben, er en smerte, der er svær at beskrive	Smerten	(0, 7)	same_sense
12339	smerte	sb.	Hold de skoldede områder i vandet, indtil smerten er overstået	smerten	(42, 49)	han havde ondt i hovedet, en flad dum smerte i baghovedet	smerte	(38, 44)	same_sense
12346	smerte	sb.	han havde ondt i hovedet, en flad dum smerte i baghovedet	smerte	(38, 44)	hver gang børnene eller Mads løber fra en af deres pligter, hvem står så med smerten?	smerten	(77, 84)	different_sense
12345	smerte	sb.	Hold de skoldede områder i vandet, indtil smerten er overstået	smerten	(42, 49)	Smerten, minoriteter føler, når man kan læse skældsord brugt mod en som et våben, er en smerte, der er svær at beskrive	Smerten	(0, 7)	different_sense
12348	smerte	sb.	han havde ondt i hovedet, en flad dum smerte i baghovedet	smerte	(38, 44)	Smerten, minoriteter føler, når man kan læse skældsord brugt mod en som et våben, er en smerte, der er svær at beskrive	Smerten	(0, 7)	different_sense
12349	smitte	sb.	Meningitis smitter via bakterier, som lever i svælget, og smitten kan således opstå for eksempel ved et nyse- eller hosteanfald	smitten	(58, 65)	Pil ikke i fodvorter. Det kan sprede smitten yderligere	smitten	(37, 44)	different_sense
12354	snit	sb.	Hun lagde små fine snit, så hun kunne føre apparatet ind under huden og suge fedtcellerne ud	snit	(19, 23)	Snittet viser, hvordan jordoverfladen skærer gennem de geologiske lag	Snittet	(0, 7)	different_sense
12355	snit	sb.	Kjolerne kommer stærkt igen — her i flot snit med brede skuldre, stram forneden med slids bagpå og lynlåslukning	snit	(41, 45)	Snittet viser, hvordan jordoverfladen skærer gennem de geologiske lag	Snittet	(0, 7)	different_sense
12351	snit	sb.	Med et rask snit åbnede Ataa bugen, og snart sad de begge med en stor luns sællever i hænderne	snit	(12, 16)	Kjolerne kommer stærkt igen — her i flot snit med brede skuldre, stram forneden med slids bagpå og lynlåslukning	snit	(41, 45)	different_sense
12356	snude	sb.	hunden lagde sig ned, puffede til ham med snuden og gøede, så det gjaldede	snuden	(42, 48)	Oskar stod klemt op ad væggen. Med en meget flad snude. Han havde stået bag døren, da faderen mosede ind	snude	(49, 54)	same_sense
12357	snude	sb.	hunden lagde sig ned, puffede til ham med snuden og gøede, så det gjaldede	snuden	(42, 48)	hun valgte et par blå støvler med sylespidse snuder	snuder	(45, 51)	different_sense
12358	snude	sb.	Oskar stod klemt op ad væggen. Med en meget flad snude. Han havde stået bag døren, da faderen mosede ind	snude	(49, 54)	hun valgte et par blå støvler med sylespidse snuder	snuder	(45, 51)	different_sense
12359	sol	sb.	Ved en solformørkelse befinder Månen sig imellem Solen og Jorden, så den kaster en skygge på et lille område af Jorden	Solen	(49, 54)	Solen består af glødende gasser	Solen	(0, 5)	same_sense
12362	sol	sb.	Solen består af glødende gasser	Solen	(0, 5)	Solen brændte fra en skyfri himmel og folk svedte	Solen	(0, 5)	same_sense
12363	sol	sb.	Solen består af glødende gasser	Solen	(0, 5)	Måske har mange af disse sole planeter, der kredser om dem, på samme måde som vores Jord kredser om Solen	sole	(25, 29)	same_sense
12368	sol	sb.	Måske har mange af disse sole planeter, der kredser om dem, på samme måde som vores Jord kredser om Solen	sole	(25, 29)	Overfladebehandling af træ foretages oftest med forskellige træbeskyttelsesmidler, der skal beskytte mod sol og regn	sol	(105, 108)	different_sense
